No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
2527,2024,3502,Jawa Timur,Ponorogo,Pangan Hewani,29
2548,2024,3502,Jawa Timur,Ponorogo,Sayur dan Buah,91.71
2521,2024,3502,Jawa Timur,Ponorogo,Umbi-umbian,24.83
7977,2024,7202,Sulawesi Tengah,Poso,Buah/Biji Berminyak,1.26
7985,2024,7202,Sulawesi Tengah,Poso,Gula,9.06
7980,2024,7202,Sulawesi Tengah,Poso,Kacang-kacangan,7.19
7973,2024,7202,Sulawesi Tengah,Poso,Minyak dan Lemak,9.59
7957,2024,7202,Sulawesi Tengah,Poso,Padi-Padian,121.46
7967,2024,7202,Sulawesi Tengah,Poso,Pangan Hewani,46.24
7988,2024,7202,Sulawesi Tengah,Poso,Sayur dan Buah,105.3
7961,2024,7202,Sulawesi Tengah,Poso,Umbi-umbian,8.32
16817,2024,1810,Lampung,Pringsewu,Buah/Biji Berminyak,1.42
16825,2024,1810,Lampung,Pringsewu,Gula,7.57
16820,2024,1810,Lampung,Pringsewu,Kacang-kacangan,11.84
16813,2024,1810,Lampung,Pringsewu,Minyak dan Lemak,12.25
16797,2024,1810,Lampung,Pringsewu,Padi-Padian,103.58
16807,2024,1810,Lampung,Pringsewu,Pangan Hewani,36.28
16828,2024,1810,Lampung,Pringsewu,Sayur dan Buah,100.91
16801,2024,1810,Lampung,Pringsewu,Umbi-umbian,12.15
2911,2024,3513,Jawa Timur,Probolinggo Ka,Buah/Biji Berminyak,0.41
2919,2024,3513,Jawa Timur,Probolinggo Ka,Gula,8.84
2914,2024,3513,Jawa Timur,Probolinggo Ka,Kacang-kacangan,11.51
2907,2024,3513,Jawa Timur,Probolinggo Ka,Minyak dan Lemak,10.3
2891,2024,3513,Jawa Timur,Probolinggo Ka,Padi-Padian,114.64
2901,2024,3513,Jawa Timur,Probolinggo Ka,Pangan Hewani,35.88
2922,2024,3513,Jawa Timur,Probolinggo Ka,Sayur dan Buah,74.23
2895,2024,3513,Jawa Timur,Probolinggo Ka,Umbi-umbian,13.17
5155,2024,6211,Kalimantan Tengah,Pulang Pisau,Buah/Biji Berminyak,0.87
5163,2024,6211,Kalimantan Tengah,Pulang Pisau,Gula,11.07
5158,2024,6211,Kalimantan Tengah,Pulang Pisau,Kacang-kacangan,8.96
5151,2024,6211,Kalimantan Tengah,Pulang Pisau,Minyak dan Lemak,12.49
5135,2024,6211,Kalimantan Tengah,Pulang Pisau,Padi-Padian,109.9
5145,2024,6211,Kalimantan Tengah,Pulang Pisau,Pangan Hewani,57.78
5166,2024,6211,Kalimantan Tengah,Pulang Pisau,Sayur dan Buah,102.02
5139,2024,6211,Kalimantan Tengah,Pulang Pisau,Umbi-umbian,17.98
10697,2024,8207,Maluku Utara,Pulau Morotai,Buah/Biji Berminyak,3
10705,2024,8207,Maluku Utara,Pulau Morotai,Gula,10.74
10700,2024,8207,Maluku Utara,Pulau Morotai,Kacang-kacangan,3.76
10693,2024,8207,Maluku Utara,Pulau Morotai,Minyak dan Lemak,14.27
10677,2024,8207,Maluku Utara,Pulau Morotai,Padi-Padian,94.89
10687,2024,8207,Maluku Utara,Pulau Morotai,Pangan Hewani,50.12
10708,2024,8207,Maluku Utara,Pulau Morotai,Sayur dan Buah,66.61
10681,2024,8207,Maluku Utara,Pulau Morotai,Umbi-umbian,21.81
10731,2024,8208,Maluku Utara,Pulau Taliabu,Buah/Biji Berminyak,2.85
10739,2024,8208,Maluku Utara,Pulau Taliabu,Gula,8.84
10734,2024,8208,Maluku Utara,Pulau Taliabu,Kacang-kacangan,1.75
10727,2024,8208,Maluku Utara,Pulau Taliabu,Minyak dan Lemak,10.08
10711,2024,8208,Maluku Utara,Pulau Taliabu,Padi-Padian,92.94
10721,2024,8208,Maluku Utara,Pulau Taliabu,Pangan Hewani,44.61
10742,2024,8208,Maluku Utara,Pulau Taliabu,Sayur dan Buah,61.16
10715,2024,8208,Maluku Utara,Pulau Taliabu,Umbi-umbian,16.69
12091,2024,9125,Papua Tengah,Puncak  ,Buah/Biji Berminyak,0
12099,2024,9125,Papua Tengah,Puncak  ,Gula,4.46
12094,2024,9125,Papua Tengah,Puncak  ,Kacang-kacangan,1.88
12087,2024,9125,Papua Tengah,Puncak  ,Minyak dan Lemak,16.24
12071,2024,9125,Papua Tengah,Puncak  ,Padi-Padian,13.28
12081,2024,9125,Papua Tengah,Puncak  ,Pangan Hewani,14.87
12102,2024,9125,Papua Tengah,Puncak  ,Sayur dan Buah,42.07
12075,2024,9125,Papua Tengah,Puncak  ,Umbi-umbian,201.71
11513,2024,9107,Papua Tengah,Puncak Jaya,Buah/Biji Berminyak,0
11521,2024,9107,Papua Tengah,Puncak Jaya,Gula,8.32
11516,2024,9107,Papua Tengah,Puncak Jaya,Kacang-kacangan,6.68
11509,2024,9107,Papua Tengah,Puncak Jaya,Minyak dan Lemak,16.77
11493,2024,9107,Papua Tengah,Puncak Jaya,Padi-Padian,68.42
11503,2024,9107,Papua Tengah,Puncak Jaya,Pangan Hewani,33.59
11524,2024,9107,Papua Tengah,Puncak Jaya,Sayur dan Buah,182.71
11497,2024,9107,Papua Tengah,Puncak Jaya,Umbi-umbian,68.79
1211,2024,3303,Jawa Tengah,Purbalingga,Buah/Biji Berminyak,0.63
1219,2024,3303,Jawa Tengah,Purbalingga,Gula,6.14
1214,2024,3303,Jawa Tengah,Purbalingga,Kacang-kacangan,12.41
1207,2024,3303,Jawa Tengah,Purbalingga,Minyak dan Lemak,10.09
1191,2024,3303,Jawa Tengah,Purbalingga,Padi-Padian,92.34
1201,2024,3303,Jawa Tengah,Purbalingga,Pangan Hewani,28.53
1222,2024,3303,Jawa Tengah,Purbalingga,Sayur dan Buah,103.08
1195,2024,3303,Jawa Tengah,Purbalingga,Umbi-umbian,13.85
667,2024,3214,Jawa Barat,Purwakarta,Buah/Biji Berminyak,0.31
675,2024,3214,Jawa Barat,Purwakarta,Gula,3.55
670,2024,3214,Jawa Barat,Purwakarta,Kacang-kacangan,12.54
663,2024,3214,Jawa Barat,Purwakarta,Minyak dan Lemak,10.31
647,2024,3214,Jawa Barat,Purwakarta,Padi-Padian,118.76
657,2024,3214,Jawa Barat,Purwakarta,Pangan Hewani,37.24
678,2024,3214,Jawa Barat,Purwakarta,Sayur dan Buah,79.13
651,2024,3214,Jawa Barat,Purwakarta,Umbi-umbian,11.68
1313,2024,3306,Jawa Tengah,Purworejo,Buah/Biji Berminyak,2.64
1321,2024,3306,Jawa Tengah,Purworejo,Gula,8.04
1316,2024,3306,Jawa Tengah,Purworejo,Kacang-kacangan,11.46
1309,2024,3306,Jawa Tengah,Purworejo,Minyak dan Lemak,9.28
1293,2024,3306,Jawa Tengah,Purworejo,Padi-Padian,96.23
1303,2024,3306,Jawa Tengah,Purworejo,Pangan Hewani,31.22
1324,2024,3306,Jawa Tengah,Purworejo,Sayur dan Buah,97.05
1297,2024,3306,Jawa Tengah,Purworejo,Umbi-umbian,11.12
11071,2024,9205,Papua Barat Daya,Raja Ampat,Buah/Biji Berminyak,0.67
11079,2024,9205,Papua Barat Daya,Raja Ampat,Gula,11.27
11074,2024,9205,Papua Barat Daya,Raja Ampat,Kacang-kacangan,2.7
11067,2024,9205,Papua Barat Daya,Raja Ampat,Minyak dan Lemak,11.22
11051,2024,9205,Papua Barat Daya,Raja Ampat,Padi-Padian,96.65
11061,2024,9205,Papua Barat Daya,Raja Ampat,Pangan Hewani,59.36
11082,2024,9205,Papua Barat Daya,Raja Ampat,Sayur dan Buah,65.48
11055,2024,9205,Papua Barat Daya,Raja Ampat,Umbi-umbian,17.94
16205,2024,1702,Bengkulu,Rejang Lebong,Buah/Biji Berminyak,0.78
16213,2024,1702,Bengkulu,Rejang Lebong,Gula,6.5
16208,2024,1702,Bengkulu,Rejang Lebong,Kacang-kacangan,7.71
16201,2024,1702,Bengkulu,Rejang Lebong,Minyak dan Lemak,11.87
16185,2024,1702,Bengkulu,Rejang Lebong,Padi-Padian,116.46
16195,2024,1702,Bengkulu,Rejang Lebong,Pangan Hewani,37.28
16216,2024,1702,Bengkulu,Rejang Lebong,Sayur dan Buah,115.05
16189,2024,1702,Bengkulu,Rejang Lebong,Umbi-umbian,14.81
1687,2024,3317,Jawa Tengah,Rembang,Buah/Biji Berminyak,1.94
1695,2024,3317,Jawa Tengah,Rembang,Gula,4.95
1690,2024,3317,Jawa Tengah,Rembang,Kacang-kacangan,11.31
1683,2024,3317,Jawa Tengah,Rembang,Minyak dan Lemak,9.9
1667,2024,3317,Jawa Tengah,Rembang,Padi-Padian,118.4
1677,2024,3317,Jawa Tengah,Rembang,Pangan Hewani,41.26
1698,2024,3317,Jawa Tengah,Rembang,Sayur dan Buah,88
1671,2024,3317,Jawa Tengah,Rembang,Umbi-umbian,8.89
15083,2024,1407,Riau,Rokan Hilir,Buah/Biji Berminyak,3.42
15091,2024,1407,Riau,Rokan Hilir,Gula,8.36
15086,2024,1407,Riau,Rokan Hilir,Kacang-kacangan,6.04
15079,2024,1407,Riau,Rokan Hilir,Minyak dan Lemak,11.09
15063,2024,1407,Riau,Rokan Hilir,Padi-Padian,100
15073,2024,1407,Riau,Rokan Hilir,Pangan Hewani,56.32
15094,2024,1407,Riau,Rokan Hilir,Sayur dan Buah,71.5
15067,2024,1407,Riau,Rokan Hilir,Umbi-umbian,12.43
15015,2024,1406,Riau,Rokan Hulu,Buah/Biji Berminyak,4.31
15023,2024,1406,Riau,Rokan Hulu,Gula,6.45
15018,2024,1406,Riau,Rokan Hulu,Kacang-kacangan,6.38
15011,2024,1406,Riau,Rokan Hulu,Minyak dan Lemak,12.03
14995,2024,1406,Riau,Rokan Hulu,Padi-Padian,114.94
15005,2024,1406,Riau,Rokan Hulu,Pangan Hewani,51.54
15026,2024,1406,Riau,Rokan Hulu,Sayur dan Buah,86.65
14999,2024,1406,Riau,Rokan Hulu,Umbi-umbian,14.32
7059,2024,5314,Nusa Tenggara Timur,Rote Ndao,Buah/Biji Berminyak,0
7067,2024,5314,Nusa Tenggara Timur,Rote Ndao,Gula,7.15
7062,2024,5314,Nusa Tenggara Timur,Rote Ndao,Kacang-kacangan,2.65
7055,2024,5314,Nusa Tenggara Timur,Rote Ndao,Minyak dan Lemak,7.15
7039,2024,5314,Nusa Tenggara Timur,Rote Ndao,Padi-Padian,115.64
7049,2024,5314,Nusa Tenggara Timur,Rote Ndao,Pangan Hewani,30.02
7070,2024,5314,Nusa Tenggara Timur,Rote Ndao,Sayur dan Buah,51.28
7043,2024,5314,Nusa Tenggara Timur,Rote Ndao,Umbi-umbian,1.05
7263,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Buah/Biji Berminyak,0.2
7271,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Gula,16.88
7266,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Kacang-kacangan,6.01
7259,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Minyak dan Lemak,8.21
7243,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Padi-Padian,124.86
7253,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Pangan Hewani,42.82
7274,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Sayur dan Buah,60.97
7247,2024,5320,Nusa Tenggara Timur,Sabu Raijua,Umbi-umbian,1.49
2197,2024,3373,Jawa Tengah,Salatiga,Buah/Biji Berminyak,0.97
2205,2024,3373,Jawa Tengah,Salatiga,Gula,6.79
2200,2024,3373,Jawa Tengah,Salatiga,Kacang-kacangan,9.79
2193,2024,3373,Jawa Tengah,Salatiga,Minyak dan Lemak,10.25
2177,2024,3373,Jawa Tengah,Salatiga,Padi-Padian,89.33
2187,2024,3373,Jawa Tengah,Salatiga,Pangan Hewani,40.21
2208,2024,3373,Jawa Tengah,Salatiga,Sayur dan Buah,91.07
2181,2024,3373,Jawa Tengah,Salatiga,Umbi-umbian,9.44
4373,2024,6101,Kalimantan Barat,Sambas ,Buah/Biji Berminyak,0.71
4381,2024,6101,Kalimantan Barat,Sambas ,Gula,10.25
4376,2024,6101,Kalimantan Barat,Sambas ,Kacang-kacangan,4.5
4369,2024,6101,Kalimantan Barat,Sambas ,Minyak dan Lemak,7.9
4353,2024,6101,Kalimantan Barat,Sambas ,Padi-Padian,118.87
4363,2024,6101,Kalimantan Barat,Sambas ,Pangan Hewani,43.95
4384,2024,6101,Kalimantan Barat,Sambas ,Sayur dan Buah,79.82
4357,2024,6101,Kalimantan Barat,Sambas ,Umbi-umbian,10.59
13587,2024,1217,Sumatera Utara,Samosir,Buah/Biji Berminyak,1.36
13595,2024,1217,Sumatera Utara,Samosir,Gula,8.76
13590,2024,1217,Sumatera Utara,Samosir,Kacang-kacangan,6.45
13583,2024,1217,Sumatera Utara,Samosir,Minyak dan Lemak,11.22
13567,2024,1217,Sumatera Utara,Samosir,Padi-Padian,130.39
13577,2024,1217,Sumatera Utara,Samosir,Pangan Hewani,67.73
13598,2024,1217,Sumatera Utara,Samosir,Sayur dan Buah,104.59
13571,2024,1217,Sumatera Utara,Samosir,Umbi-umbian,20.58
3387,2024,3527,Jawa Timur,Sampang,Buah/Biji Berminyak,0.44
3395,2024,3527,Jawa Timur,Sampang,Gula,4.68
3390,2024,3527,Jawa Timur,Sampang,Kacang-kacangan,8.54
3383,2024,3527,Jawa Timur,Sampang,Minyak dan Lemak,8.96
3367,2024,3527,Jawa Timur,Sampang,Padi-Padian,125.99
3377,2024,3527,Jawa Timur,Sampang,Pangan Hewani,43.33
3398,2024,3527,Jawa Timur,Sampang,Sayur dan Buah,54.61
3371,2024,3527,Jawa Timur,Sampang,Umbi-umbian,7.94
4509,2024,6103,Kalimantan Barat,Sanggau,Buah/Biji Berminyak,0.22
4517,2024,6103,Kalimantan Barat,Sanggau,Gula,8.39
4512,2024,6103,Kalimantan Barat,Sanggau,Kacang-kacangan,4.95
4505,2024,6103,Kalimantan Barat,Sanggau,Minyak dan Lemak,8.23
4489,2024,6103,Kalimantan Barat,Sanggau,Padi-Padian,97.56
4499,2024,6103,Kalimantan Barat,Sanggau,Pangan Hewani,46.84
4520,2024,6103,Kalimantan Barat,Sanggau,Sayur dan Buah,73.44
4493,2024,6103,Kalimantan Barat,Sanggau,Umbi-umbian,6.09
11785,2024,9110,Papua,Sarmi,Buah/Biji Berminyak,0.36
11793,2024,9110,Papua,Sarmi,Gula,4.4
11788,2024,9110,Papua,Sarmi,Kacang-kacangan,3.34
11781,2024,9110,Papua,Sarmi,Minyak dan Lemak,7.74
11765,2024,9110,Papua,Sarmi,Padi-Padian,85.14
11775,2024,9110,Papua,Sarmi,Pangan Hewani,57.57
11796,2024,9110,Papua,Sarmi,Sayur dan Buah,67.43
11769,2024,9110,Papua,Sarmi,Umbi-umbian,55.15
15287,2024,1503,Jambi,Sarolangun,Buah/Biji Berminyak,1.66
15295,2024,1503,Jambi,Sarolangun,Gula,5.89
15290,2024,1503,Jambi,Sarolangun,Kacang-kacangan,5.25
15283,2024,1503,Jambi,Sarolangun,Minyak dan Lemak,11.1
15267,2024,1503,Jambi,Sarolangun,Padi-Padian,103.34
15277,2024,1503,Jambi,Sarolangun,Pangan Hewani,41.36
15298,2024,1503,Jambi,Sarolangun,Sayur dan Buah,108.37
15271,2024,1503,Jambi,Sarolangun,Umbi-umbian,13.66
4645,2024,6109,Kalimantan Barat,Sekadau,Buah/Biji Berminyak,0.27
4653,2024,6109,Kalimantan Barat,Sekadau,Gula,11.26
4648,2024,6109,Kalimantan Barat,Sekadau,Kacang-kacangan,5.5
4641,2024,6109,Kalimantan Barat,Sekadau,Minyak dan Lemak,9.66
4625,2024,6109,Kalimantan Barat,Sekadau,Padi-Padian,108.21
4635,2024,6109,Kalimantan Barat,Sekadau,Pangan Hewani,57.3
4656,2024,6109,Kalimantan Barat,Sekadau,Sayur dan Buah,100.29
4629,2024,6109,Kalimantan Barat,Sekadau,Umbi-umbian,13.8
8317,2024,7301,Sulawesi Selatan,Selayar,Buah/Biji Berminyak,2.87
8325,2024,7301,Sulawesi Selatan,Selayar,Gula,9.64
8320,2024,7301,Sulawesi Selatan,Selayar,Kacang-kacangan,4.65
8313,2024,7301,Sulawesi Selatan,Selayar,Minyak dan Lemak,9.01
8297,2024,7301,Sulawesi Selatan,Selayar,Padi-Padian,130.96
8307,2024,7301,Sulawesi Selatan,Selayar,Pangan Hewani,50.17
8328,2024,7301,Sulawesi Selatan,Selayar,Sayur dan Buah,73.64
8301,2024,7301,Sulawesi Selatan,Selayar,Umbi-umbian,6.64
16307,2024,1705,Bengkulu,Seluma,Buah/Biji Berminyak,7.05
16315,2024,1705,Bengkulu,Seluma,Gula,6.3
16310,2024,1705,Bengkulu,Seluma,Kacang-kacangan,8.07
16303,2024,1705,Bengkulu,Seluma,Minyak dan Lemak,9.19
16287,2024,1705,Bengkulu,Seluma,Padi-Padian,110.46
16297,2024,1705,Bengkulu,Seluma,Pangan Hewani,45
16318,2024,1705,Bengkulu,Seluma,Sayur dan Buah,96.93
16291,2024,1705,Bengkulu,Seluma,Umbi-umbian,13.95
1857,2024,3322,Jawa Tengah,Semarang Ka,Buah/Biji Berminyak,1.32
1865,2024,3322,Jawa Tengah,Semarang Ka,Gula,8.99
1860,2024,3322,Jawa Tengah,Semarang Ka,Kacang-kacangan,12.44
1853,2024,3322,Jawa Tengah,Semarang Ka,Minyak dan Lemak,11.88
1837,2024,3322,Jawa Tengah,Semarang Ka,Padi-Padian,92.14
1847,2024,3322,Jawa Tengah,Semarang Ka,Pangan Hewani,34.61
1868,2024,3322,Jawa Tengah,Semarang Ka,Sayur dan Buah,99.22
1841,2024,3322,Jawa Tengah,Semarang Ka,Umbi-umbian,13.1
10289,2024,8106,Maluku,Seram Bagian Barat,Buah/Biji Berminyak,2.39
10297,2024,8106,Maluku,Seram Bagian Barat,Gula,7.57
10292,2024,8106,Maluku,Seram Bagian Barat,Kacang-kacangan,2.26
10285,2024,8106,Maluku,Seram Bagian Barat,Minyak dan Lemak,8.28
10269,2024,8106,Maluku,Seram Bagian Barat,Padi-Padian,83.99
10279,2024,8106,Maluku,Seram Bagian Barat,Pangan Hewani,39.11
10300,2024,8106,Maluku,Seram Bagian Barat,Sayur dan Buah,97.94
10273,2024,8106,Maluku,Seram Bagian Barat,Umbi-umbian,31.57
10323,2024,8105,Maluku,Seram Bagian Timur,Buah/Biji Berminyak,3.04
10331,2024,8105,Maluku,Seram Bagian Timur,Gula,9.3
10326,2024,8105,Maluku,Seram Bagian Timur,Kacang-kacangan,1.95
10319,2024,8105,Maluku,Seram Bagian Timur,Minyak dan Lemak,8.63
10303,2024,8105,Maluku,Seram Bagian Timur,Padi-Padian,84.18
10313,2024,8105,Maluku,Seram Bagian Timur,Pangan Hewani,50.39
10334,2024,8105,Maluku,Seram Bagian Timur,Sayur dan Buah,81.41
10307,2024,8105,Maluku,Seram Bagian Timur,Umbi-umbian,21.88
3897,2024,3604,Banten,Serang Ka,Buah/Biji Berminyak,0.4
3905,2024,3604,Banten,Serang Ka,Gula,4.07
3900,2024,3604,Banten,Serang Ka,Kacang-kacangan,11.68
3893,2024,3604,Banten,Serang Ka,Minyak dan Lemak,9.93
3877,2024,3604,Banten,Serang Ka,Padi-Padian,119.71
3887,2024,3604,Banten,Serang Ka,Pangan Hewani,42.55
3908,2024,3604,Banten,Serang Ka,Sayur dan Buah,96.29
3881,2024,3604,Banten,Serang Ka,Umbi-umbian,9.33
13621,2024,1218,Sumatera Utara,Serdang Bedagai,Buah/Biji Berminyak,2.31
13629,2024,1218,Sumatera Utara,Serdang Bedagai,Gula,7.87
13624,2024,1218,Sumatera Utara,Serdang Bedagai,Kacang-kacangan,7.08
13617,2024,1218,Sumatera Utara,Serdang Bedagai,Minyak dan Lemak,10.92
13601,2024,1218,Sumatera Utara,Serdang Bedagai,Padi-Padian,101.26
13611,2024,1218,Sumatera Utara,Serdang Bedagai,Pangan Hewani,48.55
13632,2024,1218,Sumatera Utara,Serdang Bedagai,Sayur dan Buah,74.52
13605,2024,1218,Sumatera Utara,Serdang Bedagai,Umbi-umbian,10.91
5087,2024,6207,Kalimantan Tengah,Seruyan,Buah/Biji Berminyak,0.66
5095,2024,6207,Kalimantan Tengah,Seruyan,Gula,8.79
5090,2024,6207,Kalimantan Tengah,Seruyan,Kacang-kacangan,5.55
5083,2024,6207,Kalimantan Tengah,Seruyan,Minyak dan Lemak,11.04
5067,2024,6207,Kalimantan Tengah,Seruyan,Padi-Padian,94.58
5077,2024,6207,Kalimantan Tengah,Seruyan,Pangan Hewani,53.88
5098,2024,6207,Kalimantan Tengah,Seruyan,Sayur dan Buah,82.74
5071,2024,6207,Kalimantan Tengah,Seruyan,Umbi-umbian,9.9
14947,2024,1408,Riau,Siak,Buah/Biji Berminyak,1.91
14955,2024,1408,Riau,Siak,Gula,7.79
14950,2024,1408,Riau,Siak,Kacang-kacangan,7.69
14943,2024,1408,Riau,Siak,Minyak dan Lemak,14.67
14927,2024,1408,Riau,Siak,Padi-Padian,102
14937,2024,1408,Riau,Siak,Pangan Hewani,60.35
14958,2024,1408,Riau,Siak,Sayur dan Buah,84.45
14931,2024,1408,Riau,Siak,Umbi-umbian,17.17
8759,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Buah/Biji Berminyak,0.91
8767,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Gula,7.84
8762,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Kacang-kacangan,6.57
8755,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Minyak dan Lemak,9.19
8739,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Padi-Padian,125.32
8749,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Pangan Hewani,56.14
8770,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Sayur dan Buah,105.07
8743,2024,7314,Sulawesi Selatan,Sidenreng Rappang,Umbi-umbian,6.71
2979,2024,3515,Jawa Timur,Sidoarjo,Buah/Biji Berminyak,0.58
2987,2024,3515,Jawa Timur,Sidoarjo,Gula,7.64
2982,2024,3515,Jawa Timur,Sidoarjo,Kacang-kacangan,11.23
2975,2024,3515,Jawa Timur,Sidoarjo,Minyak dan Lemak,11.08
2959,2024,3515,Jawa Timur,Sidoarjo,Padi-Padian,94.19
2969,2024,3515,Jawa Timur,Sidoarjo,Pangan Hewani,50.25
2990,2024,3515,Jawa Timur,Sidoarjo,Sayur dan Buah,80.72
2963,2024,3515,Jawa Timur,Sidoarjo,Umbi-umbian,12.44
8181,2024,7210,Sulawesi Tengah,Sigi,Buah/Biji Berminyak,5.95
8189,2024,7210,Sulawesi Tengah,Sigi,Gula,7.73
8184,2024,7210,Sulawesi Tengah,Sigi,Kacang-kacangan,5.7
8177,2024,7210,Sulawesi Tengah,Sigi,Minyak dan Lemak,8.61
8161,2024,7210,Sulawesi Tengah,Sigi,Padi-Padian,143.18
8171,2024,7210,Sulawesi Tengah,Sigi,Pangan Hewani,35.39
8192,2024,7210,Sulawesi Tengah,Sigi,Sayur dan Buah,93.99
8165,2024,7210,Sulawesi Tengah,Sigi,Umbi-umbian,13.14
14267,2024,1303,Sumatera Barat,Sijunjung,Buah/Biji Berminyak,4.58
14275,2024,1303,Sumatera Barat,Sijunjung,Gula,5.25
14270,2024,1303,Sumatera Barat,Sijunjung,Kacang-kacangan,6.46
14263,2024,1303,Sumatera Barat,Sijunjung,Minyak dan Lemak,12.06
14247,2024,1303,Sumatera Barat,Sijunjung,Padi-Padian,114.47
14257,2024,1303,Sumatera Barat,Sijunjung,Pangan Hewani,35.91
14278,2024,1303,Sumatera Barat,Sijunjung,Sayur dan Buah,79.41
14251,2024,1303,Sumatera Barat,Sijunjung,Umbi-umbian,12.74
6923,2024,5307,Nusa Tenggara Timur,Sikka,Buah/Biji Berminyak,1.58
6931,2024,5307,Nusa Tenggara Timur,Sikka,Gula,5.2
6926,2024,5307,Nusa Tenggara Timur,Sikka,Kacang-kacangan,2.27
6919,2024,5307,Nusa Tenggara Timur,Sikka,Minyak dan Lemak,5.83
6903,2024,5307,Nusa Tenggara Timur,Sikka,Padi-Padian,120.88
6913,2024,5307,Nusa Tenggara Timur,Sikka,Pangan Hewani,35.72
6934,2024,5307,Nusa Tenggara Timur,Sikka,Sayur dan Buah,71.53
6907,2024,5307,Nusa Tenggara Timur,Sikka,Umbi-umbian,17.32
13315,2024,1208,Sumatera Utara,Simalungun,Buah/Biji Berminyak,2.45
13323,2024,1208,Sumatera Utara,Simalungun,Gula,8.47
13318,2024,1208,Sumatera Utara,Simalungun,Kacang-kacangan,6.99
13311,2024,1208,Sumatera Utara,Simalungun,Minyak dan Lemak,11.52
13295,2024,1208,Sumatera Utara,Simalungun,Padi-Padian,104.62
13305,2024,1208,Sumatera Utara,Simalungun,Pangan Hewani,46.93
13326,2024,1208,Sumatera Utara,Simalungun,Sayur dan Buah,83.24
13299,2024,1208,Sumatera Utara,Simalungun,Umbi-umbian,14.72
12261,2024,1109,Aceh,Simeuleu,Buah/Biji Berminyak,6.95
12269,2024,1109,Aceh,Simeuleu,Gula,6.59
12264,2024,1109,Aceh,Simeuleu,Kacang-kacangan,1.82
12257,2024,1109,Aceh,Simeuleu,Minyak dan Lemak,8.05
12241,2024,1109,Aceh,Simeuleu,Padi-Padian,108.31
12251,2024,1109,Aceh,Simeuleu,Pangan Hewani,49.38
12272,2024,1109,Aceh,Simeuleu,Sayur dan Buah,42.95
12245,2024,1109,Aceh,Simeuleu,Umbi-umbian,3.18
8521,2024,7307,Sulawesi Selatan,Sinjai,Buah/Biji Berminyak,1.24
8529,2024,7307,Sulawesi Selatan,Sinjai,Gula,8.14
8524,2024,7307,Sulawesi Selatan,Sinjai,Kacang-kacangan,5.13
8517,2024,7307,Sulawesi Selatan,Sinjai,Minyak dan Lemak,7.24
8501,2024,7307,Sulawesi Selatan,Sinjai,Padi-Padian,130.02
8511,2024,7307,Sulawesi Selatan,Sinjai,Pangan Hewani,45.82
8532,2024,7307,Sulawesi Selatan,Sinjai,Sayur dan Buah,115.22
8505,2024,7307,Sulawesi Selatan,Sinjai,Umbi-umbian,10.43
4577,2024,6105,Kalimantan Barat,Sintang,Buah/Biji Berminyak,0.3
4585,2024,6105,Kalimantan Barat,Sintang,Gula,8.49
4580,2024,6105,Kalimantan Barat,Sintang,Kacang-kacangan,4.81
4573,2024,6105,Kalimantan Barat,Sintang,Minyak dan Lemak,9.33
4557,2024,6105,Kalimantan Barat,Sintang,Padi-Padian,112.35
4567,2024,6105,Kalimantan Barat,Sintang,Pangan Hewani,45.24
4588,2024,6105,Kalimantan Barat,Sintang,Sayur dan Buah,82.67
4561,2024,6105,Kalimantan Barat,Sintang,Umbi-umbian,11.92
2877,2024,3512,Jawa Timur,Situbondo,Buah/Biji Berminyak,0.59
2885,2024,3512,Jawa Timur,Situbondo,Gula,7.14
2880,2024,3512,Jawa Timur,Situbondo,Kacang-kacangan,12.57
2873,2024,3512,Jawa Timur,Situbondo,Minyak dan Lemak,10.16
2857,2024,3512,Jawa Timur,Situbondo,Padi-Padian,116.51
2867,2024,3512,Jawa Timur,Situbondo,Pangan Hewani,36.72
2888,2024,3512,Jawa Timur,Situbondo,Sayur dan Buah,100.86
2861,2024,3512,Jawa Timur,Situbondo,Umbi-umbian,15.38
2435,2024,3404,DI Yogyakarta,Sleman,Buah/Biji Berminyak,1.21
2443,2024,3404,DI Yogyakarta,Sleman,Gula,7.89
2438,2024,3404,DI Yogyakarta,Sleman,Kacang-kacangan,11.55
2431,2024,3404,DI Yogyakarta,Sleman,Minyak dan Lemak,9.39
2415,2024,3404,DI Yogyakarta,Sleman,Padi-Padian,99.59
2425,2024,3404,DI Yogyakarta,Sleman,Pangan Hewani,45.49
